Date,Year,Month,DayName,YearMonth,YearQuarter,YearWeek,WorkingDay,DaysFromNow,WeeksFromNow,MonthsFromNow,QuartersFromNow,YearsFromNow
2020-09-25 00:00:00.000,2020,​​​Sep,​Fri,2020 ​​​Sep,2020Q3,202039,Y,-1245,-178,-41,-14,-4
2020-10-02 00:00:00.000,2020,​​Oct,​Fri,2020 ​​Oct,2020Q4,202040,Y,-1238,-177,-40,-13,-4
2020-10-09 00:00:00.000,2020,​​Oct,​Fri,2020 ​​Oct,2020Q4,202041,Y,-1231,-176,-40,-13,-4
2020-10-16 00:00:00.000,2020,​​Oct,​Fri,2020 ​​Oct,2020Q4,202042,Y,-1224,-175,-40,-13,-4
2020-10-23 00:00:00.000,2020,​​Oct,​Fri,2020 ​​Oct,2020Q4,202043,Y,-1217,-174,-40,-13,-4
2020-10-30 00:00:00.000,2020,​​Oct,​Fri,2020 ​​Oct,2020Q4,202044,Y,-1210,-173,-40,-13,-4
2020-11-06 00:00:00.000,2020,​Nov,​Fri,2020 ​Nov,2020Q4,202045,Y,-1203,-172,-39,-13,-4
2020-11-13 00:00:00.000,2020,​Nov,​Fri,2020 ​Nov,2020Q4,202046,Y,-1196,-171,-39,-13,-4
2020-11-20 00:00:00.000,2020,​Nov,​Fri,2020 ​Nov,2020Q4,202047,Y,-1189,-170,-39,-13,-4
2020-11-27 00:00:00.000,2020,​Nov,​Fri,2020 ​Nov,2020Q4,202048,Y,-1182,-169,-39,-13,-4
2020-12-04 00:00:00.000,2020,Dec,​Fri,2020 Dec,2020Q4,202049,Y,-1175,-168,-38,-13,-4
2020-12-11 00:00:00.000,2020,Dec,​Fri,2020 Dec,2020Q4,202050,Y,-1168,-167,-38,-13,-4
2020-12-18 00:00:00.000,2020,Dec,​Fri,2020 Dec,2020Q4,202051,Y,-1161,-166,-38,-13,-4
2020-12-25 00:00:00.000,2020,Dec,​Fri,2020 Dec,2020Q4,202052,Y,-1154,-165,-38,-13,-4
2021-01-01 00:00:00.000,2021,​​​​​​​​​​​Jan,​Fri,2021 ​​​​​​​​​​​Jan,2021Q1,202101,Y,-1147,-164,-37,-12,-3
2021-01-08 00:00:00.000,2021,​​​​​​​​​​​Jan,​Fri,2021 ​​​​​​​​​​​Jan,2021Q1,202102,Y,-1140,-163,-37,-12,-3
2021-01-15 00:00:00.000,2021,​​​​​​​​​​​Jan,​Fri,2021 ​​​​​​​​​​​Jan,2021Q1,202103,Y,-1133,-162,-37,-12,-3
2021-01-22 00:00:00.000,2021,​​​​​​​​​​​Jan,​Fri,2021 ​​​​​​​​​​​Jan,2021Q1,202104,Y,-1126,-161,-37,-12,-3
2021-01-29 00:00:00.000,2021,​​​​​​​​​​​Jan,​Fri,2021 ​​​​​​​​​​​Jan,2021Q1,202105,Y,-1119,-160,-37,-12,-3
2021-02-05 00:00:00.000,2021,​​​​​​​​​​Feb,​Fri,2021 ​​​​​​​​​​Feb,2021Q1,202106,Y,-1112,-159,-36,-12,-3
2021-02-12 00:00:00.000,2021,​​​​​​​​​​Feb,​Fri,2021 ​​​​​​​​​​Feb,2021Q1,202107,Y,-1105,-158,-36,-12,-3
2021-02-19 00:00:00.000,2021,​​​​​​​​​​Feb,​Fri,2021 ​​​​​​​​​​Feb,2021Q1,202108,Y,-1098,-157,-36,-12,-3
2021-02-26 00:00:00.000,2021,​​​​​​​​​​Feb,​Fri,2021 ​​​​​​​​​​Feb,2021Q1,202109,Y,-1091,-156,-36,-12,-3
2021-03-05 00:00:00.000,2021,​​​​​​​​​Mar,​Fri,2021 ​​​​​​​​​Mar,2021Q1,202110,Y,-1084,-155,-35,-12,-3
2021-03-12 00:00:00.000,2021,​​​​​​​​​Mar,​Fri,2021 ​​​​​​​​​Mar,2021Q1,202111,Y,-1077,-154,-35,-12,-3
2021-03-19 00:00:00.000,2021,​​​​​​​​​Mar,​Fri,2021 ​​​​​​​​​Mar,2021Q1,202112,Y,-1070,-153,-35,-12,-3
2021-03-26 00:00:00.000,2021,​​​​​​​​​Mar,​Fri,2021 ​​​​​​​​​Mar,2021Q1,202113,Y,-1063,-152,-35,-12,-3
2021-04-02 00:00:00.000,2021,​​​​​​​​Apr,​Fri,2021 ​​​​​​​​Apr,2021Q2,202114,Y,-1056,-151,-34,-11,-3
2021-04-09 00:00:00.000,2021,​​​​​​​​Apr,​Fri,2021 ​​​​​​​​Apr,2021Q2,202115,Y,-1049,-150,-34,-11,-3
2021-04-16 00:00:00.000,2021,​​​​​​​​Apr,​Fri,2021 ​​​​​​​​Apr,2021Q2,202116,Y,-1042,-149,-34,-11,-3
2021-04-23 00:00:00.000,2021,​​​​​​​​Apr,​Fri,2021 ​​​​​​​​Apr,2021Q2,202117,Y,-1035,-148,-34,-11,-3
2021-04-30 00:00:00.000,2021,​​​​​​​​Apr,​Fri,2021 ​​​​​​​​Apr,2021Q2,202118,Y,-1028,-147,-34,-11,-3
2021-05-07 00:00:00.000,2021,​​​​​​​May,​Fri,2021 ​​​​​​​May,2021Q2,202119,Y,-1021,-146,-33,-11,-3
2021-05-14 00:00:00.000,2021,​​​​​​​May,​Fri,2021 ​​​​​​​May,2021Q2,202120,Y,-1014,-145,-33,-11,-3
2021-05-21 00:00:00.000,2021,​​​​​​​May,​Fri,2021 ​​​​​​​May,2021Q2,202121,Y,-1007,-144,-33,-11,-3
2021-05-28 00:00:00.000,2021,​​​​​​​May,​Fri,2021 ​​​​​​​May,2021Q2,202122,Y,-1000,-143,-33,-11,-3
2021-06-04 00:00:00.000,2021,​​​​​​Jun,​Fri,2021 ​​​​​​Jun,2021Q2,202123,Y,-993,-142,-32,-11,-3
2021-06-11 00:00:00.000,2021,​​​​​​Jun,​Fri,2021 ​​​​​​Jun,2021Q2,202124,Y,-986,-141,-32,-11,-3
2021-06-18 00:00:00.000,2021,​​​​​​Jun,​Fri,2021 ​​​​​​Jun,2021Q2,202125,Y,-979,-140,-32,-11,-3
2021-06-25 00:00:00.000,2021,​​​​​​Jun,​Fri,2021 ​​​​​​Jun,2021Q2,202126,Y,-972,-139,-32,-11,-3
2021-07-02 00:00:00.000,2021,​​​​​Jul,​Fri,2021 ​​​​​Jul,2021Q3,202127,Y,-965,-138,-31,-10,-3
2021-07-09 00:00:00.000,2021,​​​​​Jul,​Fri,2021 ​​​​​Jul,2021Q3,202128,Y,-958,-137,-31,-10,-3
2021-07-16 00:00:00.000,2021,​​​​​Jul,​Fri,2021 ​​​​​Jul,2021Q3,202129,Y,-951,-136,-31,-10,-3
2021-07-23 00:00:00.000,2021,​​​​​Jul,​Fri,2021 ​​​​​Jul,2021Q3,202130,Y,-944,-135,-31,-10,-3
2021-07-30 00:00:00.000,2021,​​​​​Jul,​Fri,2021 ​​​​​Jul,2021Q3,202131,Y,-937,-134,-31,-10,-3
2021-08-06 00:00:00.000,2021,​​​​Aug,​Fri,2021 ​​​​Aug,2021Q3,202132,Y,-930,-133,-30,-10,-3
2021-08-13 00:00:00.000,2021,​​​​Aug,​Fri,2021 ​​​​Aug,2021Q3,202133,Y,-923,-132,-30,-10,-3
2021-08-20 00:00:00.000,2021,​​​​Aug,​Fri,2021 ​​​​Aug,2021Q3,202134,Y,-916,-131,-30,-10,-3
2021-08-27 00:00:00.000,2021,​​​​Aug,​Fri,2021 ​​​​Aug,2021Q3,202135,Y,-909,-130,-30,-10,-3
2021-09-03 00:00:00.000,2021,​​​Sep,​Fri,2021 ​​​Sep,2021Q3,202136,Y,-902,-129,-29,-10,-3
2021-09-10 00:00:00.000,2021,​​​Sep,​Fri,2021 ​​​Sep,2021Q3,202137,Y,-895,-128,-29,-10,-3
2021-09-17 00:00:00.000,2021,​​​Sep,​Fri,2021 ​​​Sep,2021Q3,202138,Y,-888,-127,-29,-10,-3
2021-09-24 00:00:00.000,2021,​​​Sep,​Fri,2021 ​​​Sep,2021Q3,202139,Y,-881,-126,-29,-10,-3
2021-10-01 00:00:00.000,2021,​​Oct,​Fri,2021 ​​Oct,2021Q4,202140,Y,-874,-125,-28,-9,-3
2021-10-08 00:00:00.000,2021,​​Oct,​Fri,2021 ​​Oct,2021Q4,202141,Y,-867,-124,-28,-9,-3
2021-10-15 00:00:00.000,2021,​​Oct,​Fri,2021 ​​Oct,2021Q4,202142,Y,-860,-123,-28,-9,-3
2021-10-22 00:00:00.000,2021,​​Oct,​Fri,2021 ​​Oct,2021Q4,202143,Y,-853,-122,-28,-9,-3
2021-10-29 00:00:00.000,2021,​​Oct,​Fri,2021 ​​Oct,2021Q4,202144,Y,-846,-121,-28,-9,-3
2021-11-05 00:00:00.000,2021,​Nov,​Fri,2021 ​Nov,2021Q4,202145,Y,-839,-120,-27,-9,-3
2021-11-12 00:00:00.000,2021,​Nov,​Fri,2021 ​Nov,2021Q4,202146,Y,-832,-119,-27,-9,-3
2021-11-19 00:00:00.000,2021,​Nov,​Fri,2021 ​Nov,2021Q4,202147,Y,-825,-118,-27,-9,-3
2021-11-26 00:00:00.000,2021,​Nov,​Fri,2021 ​Nov,2021Q4,202148,Y,-818,-117,-27,-9,-3
2021-12-03 00:00:00.000,2021,Dec,​Fri,2021 Dec,2021Q4,202149,Y,-811,-116,-26,-9,-3
2021-12-10 00:00:00.000,2021,Dec,​Fri,2021 Dec,2021Q4,202150,Y,-804,-115,-26,-9,-3
2021-12-17 00:00:00.000,2021,Dec,​Fri,2021 Dec,2021Q4,202151,Y,-797,-114,-26,-9,-3
2021-12-24 00:00:00.000,2021,Dec,​Fri,2021 Dec,2021Q4,202152,Y,-790,-113,-26,-9,-3
2021-12-31 00:00:00.000,2021,Dec,​Fri,2021 Dec,2021Q4,202153,Y,-783,-112,-26,-9,-3
2022-01-07 00:00:00.000,2022,​​​​​​​​​​​Jan,​Fri,2022 ​​​​​​​​​​​Jan,2022Q1,202202,Y,-776,-111,-25,-8,-2
2022-01-14 00:00:00.000,2022,​​​​​​​​​​​Jan,​Fri,2022 ​​​​​​​​​​​Jan,2022Q1,202203,Y,-769,-110,-25,-8,-2
2022-01-21 00:00:00.000,2022,​​​​​​​​​​​Jan,​Fri,2022 ​​​​​​​​​​​Jan,2022Q1,202204,Y,-762,-109,-25,-8,-2
2022-01-28 00:00:00.000,2022,​​​​​​​​​​​Jan,​Fri,2022 ​​​​​​​​​​​Jan,2022Q1,202205,Y,-755,-108,-25,-8,-2
2022-02-04 00:00:00.000,2022,​​​​​​​​​​Feb,​Fri,2022 ​​​​​​​​​​Feb,2022Q1,202206,Y,-748,-107,-24,-8,-2
2022-02-11 00:00:00.000,2022,​​​​​​​​​​Feb,​Fri,2022 ​​​​​​​​​​Feb,2022Q1,202207,Y,-741,-106,-24,-8,-2
2022-02-18 00:00:00.000,2022,​​​​​​​​​​Feb,​Fri,2022 ​​​​​​​​​​Feb,2022Q1,202208,Y,-734,-105,-24,-8,-2
2022-02-25 00:00:00.000,2022,​​​​​​​​​​Feb,​Fri,2022 ​​​​​​​​​​Feb,2022Q1,202209,Y,-727,-104,-24,-8,-2
2022-03-04 00:00:00.000,2022,​​​​​​​​​Mar,​Fri,2022 ​​​​​​​​​Mar,2022Q1,202210,Y,-720,-103,-23,-8,-2
2022-03-11 00:00:00.000,2022,​​​​​​​​​Mar,​Fri,2022 ​​​​​​​​​Mar,2022Q1,202211,Y,-713,-102,-23,-8,-2
2022-03-18 00:00:00.000,2022,​​​​​​​​​Mar,​Fri,2022 ​​​​​​​​​Mar,2022Q1,202212,Y,-706,-101,-23,-8,-2
2022-03-25 00:00:00.000,2022,​​​​​​​​​Mar,​Fri,2022 ​​​​​​​​​Mar,2022Q1,202213,Y,-699,-100,-23,-8,-2
2022-04-01 00:00:00.000,2022,​​​​​​​​Apr,​Fri,2022 ​​​​​​​​Apr,2022Q2,202214,Y,-692,-99,-22,-7,-2
2022-04-08 00:00:00.000,2022,​​​​​​​​Apr,​Fri,2022 ​​​​​​​​Apr,2022Q2,202215,Y,-685,-98,-22,-7,-2
2022-04-15 00:00:00.000,2022,​​​​​​​​Apr,​Fri,2022 ​​​​​​​​Apr,2022Q2,202216,Y,-678,-97,-22,-7,-2
2022-04-22 00:00:00.000,2022,​​​​​​​​Apr,​Fri,2022 ​​​​​​​​Apr,2022Q2,202217,Y,-671,-96,-22,-7,-2
2022-04-29 00:00:00.000,2022,​​​​​​​​Apr,​Fri,2022 ​​​​​​​​Apr,2022Q2,202218,Y,-664,-95,-22,-7,-2
2022-05-06 00:00:00.000,2022,​​​​​​​May,​Fri,2022 ​​​​​​​May,2022Q2,202219,Y,-657,-94,-21,-7,-2
2022-05-13 00:00:00.000,2022,​​​​​​​May,​Fri,2022 ​​​​​​​May,2022Q2,202220,Y,-650,-93,-21,-7,-2
2022-05-20 00:00:00.000,2022,​​​​​​​May,​Fri,2022 ​​​​​​​May,2022Q2,202221,Y,-643,-92,-21,-7,-2
2022-05-27 00:00:00.000,2022,​​​​​​​May,​Fri,2022 ​​​​​​​May,2022Q2,202222,Y,-636,-91,-21,-7,-2
2022-06-03 00:00:00.000,2022,​​​​​​Jun,​Fri,2022 ​​​​​​Jun,2022Q2,202223,Y,-629,-90,-20,-7,-2
2022-06-10 00:00:00.000,2022,​​​​​​Jun,​Fri,2022 ​​​​​​Jun,2022Q2,202224,Y,-622,-89,-20,-7,-2
2022-06-17 00:00:00.000,2022,​​​​​​Jun,​Fri,2022 ​​​​​​Jun,2022Q2,202225,Y,-615,-88,-20,-7,-2
2022-06-24 00:00:00.000,2022,​​​​​​Jun,​Fri,2022 ​​​​​​Jun,2022Q2,202226,Y,-608,-87,-20,-7,-2
2022-07-01 00:00:00.000,2022,​​​​​Jul,​Fri,2022 ​​​​​Jul,2022Q3,202227,Y,-601,-86,-19,-6,-2
2022-07-08 00:00:00.000,2022,​​​​​Jul,​Fri,2022 ​​​​​Jul,2022Q3,202228,Y,-594,-85,-19,-6,-2
2022-07-15 00:00:00.000,2022,​​​​​Jul,​Fri,2022 ​​​​​Jul,2022Q3,202229,Y,-587,-84,-19,-6,-2
2022-07-22 00:00:00.000,2022,​​​​​Jul,​Fri,2022 ​​​​​Jul,2022Q3,202230,Y,-580,-83,-19,-6,-2
2022-07-29 00:00:00.000,2022,​​​​​Jul,​Fri,2022 ​​​​​Jul,2022Q3,202231,Y,-573,-82,-19,-6,-2
2022-08-05 00:00:00.000,2022,​​​​Aug,​Fri,2022 ​​​​Aug,2022Q3,202232,Y,-566,-81,-18,-6,-2
2022-08-12 00:00:00.000,2022,​​​​Aug,​Fri,2022 ​​​​Aug,2022Q3,202233,Y,-559,-80,-18,-6,-2
2022-08-19 00:00:00.000,2022,​​​​Aug,​Fri,2022 ​​​​Aug,2022Q3,202234,Y,-552,-79,-18,-6,-2
2022-08-26 00:00:00.000,2022,​​​​Aug,​Fri,2022 ​​​​Aug,2022Q3,202235,Y,-545,-78,-18,-6,-2
2022-09-02 00:00:00.000,2022,​​​Sep,​Fri,2022 ​​​Sep,2022Q3,202236,Y,-538,-77,-17,-6,-2
2022-09-09 00:00:00.000,2022,​​​Sep,​Fri,2022 ​​​Sep,2022Q3,202237,Y,-531,-76,-17,-6,-2
2022-09-16 00:00:00.000,2022,​​​Sep,​Fri,2022 ​​​Sep,2022Q3,202238,Y,-524,-75,-17,-6,-2
2022-09-23 00:00:00.000,2022,​​​Sep,​Fri,2022 ​​​Sep,2022Q3,202239,Y,-517,-74,-17,-6,-2
2022-09-30 00:00:00.000,2022,​​​Sep,​Fri,2022 ​​​Sep,2022Q3,202240,Y,-510,-73,-17,-6,-2
2022-10-07 00:00:00.000,2022,​​Oct,​Fri,2022 ​​Oct,2022Q4,202241,Y,-503,-72,-16,-5,-2
2022-10-14 00:00:00.000,2022,​​Oct,​Fri,2022 ​​Oct,2022Q4,202242,Y,-496,-71,-16,-5,-2
2022-10-21 00:00:00.000,2022,​​Oct,​Fri,2022 ​​Oct,2022Q4,202243,Y,-489,-70,-16,-5,-2
2022-10-28 00:00:00.000,2022,​​Oct,​Fri,2022 ​​Oct,2022Q4,202244,Y,-482,-69,-16,-5,-2
2022-11-04 00:00:00.000,2022,​Nov,​Fri,2022 ​Nov,2022Q4,202245,Y,-475,-68,-15,-5,-2
2022-11-11 00:00:00.000,2022,​Nov,​Fri,2022 ​Nov,2022Q4,202246,Y,-468,-67,-15,-5,-2
2022-11-18 00:00:00.000,2022,​Nov,​Fri,2022 ​Nov,2022Q4,202247,Y,-461,-66,-15,-5,-2
2022-11-25 00:00:00.000,2022,​Nov,​Fri,2022 ​Nov,2022Q4,202248,Y,-454,-65,-15,-5,-2
2022-12-02 00:00:00.000,2022,Dec,​Fri,2022 Dec,2022Q4,202249,Y,-447,-64,-14,-5,-2
2022-12-09 00:00:00.000,2022,Dec,​Fri,2022 Dec,2022Q4,202250,Y,-440,-63,-14,-5,-2
2022-12-16 00:00:00.000,2022,Dec,​Fri,2022 Dec,2022Q4,202251,Y,-433,-62,-14,-5,-2
2022-12-23 00:00:00.000,2022,Dec,​Fri,2022 Dec,2022Q4,202252,Y,-426,-61,-14,-5,-2
2022-12-30 00:00:00.000,2022,Dec,​Fri,2022 Dec,2022Q4,202253,Y,-419,-60,-14,-5,-2
2023-01-06 00:00:00.000,2023,​​​​​​​​​​​Jan,​Fri,2023 ​​​​​​​​​​​Jan,2023Q1,202301,Y,-412,-59,-13,-4,-1
2023-01-13 00:00:00.000,2023,​​​​​​​​​​​Jan,​Fri,2023 ​​​​​​​​​​​Jan,2023Q1,202302,Y,-405,-58,-13,-4,-1
2023-01-20 00:00:00.000,2023,​​​​​​​​​​​Jan,​Fri,2023 ​​​​​​​​​​​Jan,2023Q1,202303,Y,-398,-57,-13,-4,-1
2023-01-27 00:00:00.000,2023,​​​​​​​​​​​Jan,​Fri,2023 ​​​​​​​​​​​Jan,2023Q1,202304,Y,-391,-56,-13,-4,-1
2023-02-03 00:00:00.000,2023,​​​​​​​​​​Feb,​Fri,2023 ​​​​​​​​​​Feb,2023Q1,202305,Y,-384,-55,-12,-4,-1
2023-02-10 00:00:00.000,2023,​​​​​​​​​​Feb,​Fri,2023 ​​​​​​​​​​Feb,2023Q1,202306,Y,-377,-54,-12,-4,-1
2023-02-17 00:00:00.000,2023,​​​​​​​​​​Feb,​Fri,2023 ​​​​​​​​​​Feb,2023Q1,202307,Y,-370,-53,-12,-4,-1
2023-02-24 00:00:00.000,2023,​​​​​​​​​​Feb,​Fri,2023 ​​​​​​​​​​Feb,2023Q1,202308,Y,-363,-52,-12,-4,-1
2023-03-03 00:00:00.000,2023,​​​​​​​​​Mar,​Fri,2023 ​​​​​​​​​Mar,2023Q1,202309,Y,-356,-51,-11,-4,-1
2023-03-10 00:00:00.000,2023,​​​​​​​​​Mar,​Fri,2023 ​​​​​​​​​Mar,2023Q1,202310,Y,-349,-50,-11,-4,-1
2023-03-17 00:00:00.000,2023,​​​​​​​​​Mar,​Fri,2023 ​​​​​​​​​Mar,2023Q1,202311,Y,-342,-49,-11,-4,-1
2023-03-24 00:00:00.000,2023,​​​​​​​​​Mar,​Fri,2023 ​​​​​​​​​Mar,2023Q1,202312,Y,-335,-48,-11,-4,-1
2023-03-31 00:00:00.000,2023,​​​​​​​​​Mar,​Fri,2023 ​​​​​​​​​Mar,2023Q1,202313,Y,-328,-47,-11,-4,-1
2023-04-07 00:00:00.000,2023,​​​​​​​​Apr,​Fri,2023 ​​​​​​​​Apr,2023Q2,202314,Y,-321,-46,-10,-3,-1
2023-04-14 00:00:00.000,2023,​​​​​​​​Apr,​Fri,2023 ​​​​​​​​Apr,2023Q2,202315,Y,-314,-45,-10,-3,-1
2023-04-21 00:00:00.000,2023,​​​​​​​​Apr,​Fri,2023 ​​​​​​​​Apr,2023Q2,202316,Y,-307,-44,-10,-3,-1
2023-04-28 00:00:00.000,2023,​​​​​​​​Apr,​Fri,2023 ​​​​​​​​Apr,2023Q2,202317,Y,-300,-43,-10,-3,-1
2023-05-05 00:00:00.000,2023,​​​​​​​May,​Fri,2023 ​​​​​​​May,2023Q2,202318,Y,-293,-42,-9,-3,-1
2023-05-12 00:00:00.000,2023,​​​​​​​May,​Fri,2023 ​​​​​​​May,2023Q2,202319,Y,-286,-41,-9,-3,-1
2023-05-19 00:00:00.000,2023,​​​​​​​May,​Fri,2023 ​​​​​​​May,2023Q2,202320,Y,-279,-40,-9,-3,-1
2023-05-26 00:00:00.000,2023,​​​​​​​May,​Fri,2023 ​​​​​​​May,2023Q2,202321,Y,-272,-39,-9,-3,-1
2023-06-02 00:00:00.000,2023,​​​​​​Jun,​Fri,2023 ​​​​​​Jun,2023Q2,202322,Y,-265,-38,-8,-3,-1
2023-06-09 00:00:00.000,2023,​​​​​​Jun,​Fri,2023 ​​​​​​Jun,2023Q2,202323,Y,-258,-37,-8,-3,-1
2023-06-16 00:00:00.000,2023,​​​​​​Jun,​Fri,2023 ​​​​​​Jun,2023Q2,202324,Y,-251,-36,-8,-3,-1
2023-06-23 00:00:00.000,2023,​​​​​​Jun,​Fri,2023 ​​​​​​Jun,2023Q2,202325,Y,-244,-35,-8,-3,-1
2023-06-30 00:00:00.000,2023,​​​​​​Jun,​Fri,2023 ​​​​​​Jun,2023Q2,202326,Y,-237,-34,-8,-3,-1
2023-07-07 00:00:00.000,2023,​​​​​Jul,​Fri,2023 ​​​​​Jul,2023Q3,202327,Y,-230,-33,-7,-2,-1
2023-07-14 00:00:00.000,2023,​​​​​Jul,​Fri,2023 ​​​​​Jul,2023Q3,202328,Y,-223,-32,-7,-2,-1
2023-07-21 00:00:00.000,2023,​​​​​Jul,​Fri,2023 ​​​​​Jul,2023Q3,202329,Y,-216,-31,-7,-2,-1
2023-07-28 00:00:00.000,2023,​​​​​Jul,​Fri,2023 ​​​​​Jul,2023Q3,202330,Y,-209,-30,-7,-2,-1
2023-08-04 00:00:00.000,2023,​​​​Aug,​Fri,2023 ​​​​Aug,2023Q3,202331,Y,-202,-29,-6,-2,-1
2023-08-11 00:00:00.000,2023,​​​​Aug,​Fri,2023 ​​​​Aug,2023Q3,202332,Y,-195,-28,-6,-2,-1
2023-08-18 00:00:00.000,2023,​​​​Aug,​Fri,2023 ​​​​Aug,2023Q3,202333,Y,-188,-27,-6,-2,-1
2023-08-25 00:00:00.000,2023,​​​​Aug,​Fri,2023 ​​​​Aug,2023Q3,202334,Y,-181,-26,-6,-2,-1
2023-09-01 00:00:00.000,2023,​​​Sep,​Fri,2023 ​​​Sep,2023Q3,202335,Y,-174,-25,-5,-2,-1
2023-09-08 00:00:00.000,2023,​​​Sep,​Fri,2023 ​​​Sep,2023Q3,202336,Y,-167,-24,-5,-2,-1
2023-09-15 00:00:00.000,2023,​​​Sep,​Fri,2023 ​​​Sep,2023Q3,202337,Y,-160,-23,-5,-2,-1
2023-09-22 00:00:00.000,2023,​​​Sep,​Fri,2023 ​​​Sep,2023Q3,202338,Y,-153,-22,-5,-2,-1
2023-09-29 00:00:00.000,2023,​​​Sep,​Fri,2023 ​​​Sep,2023Q3,202339,Y,-146,-21,-5,-2,-1
2023-10-06 00:00:00.000,2023,​​Oct,​Fri,2023 ​​Oct,2023Q4,202340,Y,-139,-20,-4,-1,-1
2023-10-13 00:00:00.000,2023,​​Oct,​Fri,2023 ​​Oct,2023Q4,202341,Y,-132,-19,-4,-1,-1
2023-10-20 00:00:00.000,2023,​​Oct,​Fri,2023 ​​Oct,2023Q4,202342,Y,-125,-18,-4,-1,-1
2023-10-27 00:00:00.000,2023,​​Oct,​Fri,2023 ​​Oct,2023Q4,202343,Y,-118,-17,-4,-1,-1
2023-11-03 00:00:00.000,2023,​Nov,​Fri,2023 ​Nov,2023Q4,202344,Y,-111,-16,-3,-1,-1
2023-11-10 00:00:00.000,2023,​Nov,​Fri,2023 ​Nov,2023Q4,202345,Y,-104,-15,-3,-1,-1
2023-11-17 00:00:00.000,2023,​Nov,​Fri,2023 ​Nov,2023Q4,202346,Y,-97,-14,-3,-1,-1
2023-11-24 00:00:00.000,2023,​Nov,​Fri,2023 ​Nov,2023Q4,202347,Y,-90,-13,-3,-1,-1
2023-12-01 00:00:00.000,2023,Dec,​Fri,2023 Dec,2023Q4,202348,Y,-83,-12,-2,-1,-1
2023-12-08 00:00:00.000,2023,Dec,​Fri,2023 Dec,2023Q4,202349,Y,-76,-11,-2,-1,-1
2023-12-15 00:00:00.000,2023,Dec,​Fri,2023 Dec,2023Q4,202350,Y,-69,-10,-2,-1,-1
2023-12-22 00:00:00.000,2023,Dec,​Fri,2023 Dec,2023Q4,202351,Y,-62,-9,-2,-1,-1
2023-12-29 00:00:00.000,2023,Dec,​Fri,2023 Dec,2023Q4,202352,Y,-55,-8,-2,-1,-1
2024-01-05 00:00:00.000,2024,​​​​​​​​​​​Jan,​Fri,2024 ​​​​​​​​​​​Jan,2024Q1,202401,Y,-48,-7,-1,0,0
2024-01-12 00:00:00.000,2024,​​​​​​​​​​​Jan,​Fri,2024 ​​​​​​​​​​​Jan,2024Q1,202402,Y,-41,-6,-1,0,0
2024-01-19 00:00:00.000,2024,​​​​​​​​​​​Jan,​Fri,2024 ​​​​​​​​​​​Jan,2024Q1,202403,Y,-34,-5,-1,0,0
2024-01-26 00:00:00.000,2024,​​​​​​​​​​​Jan,​Fri,2024 ​​​​​​​​​​​Jan,2024Q1,202404,Y,-27,-4,-1,0,0
2024-02-02 00:00:00.000,2024,​​​​​​​​​​Feb,​Fri,2024 ​​​​​​​​​​Feb,2024Q1,202405,Y,-20,-3,0,0,0
2024-02-09 00:00:00.000,2024,​​​​​​​​​​Feb,​Fri,2024 ​​​​​​​​​​Feb,2024Q1,202406,Y,-13,-2,0,0,0
2024-02-16 00:00:00.000,2024,​​​​​​​​​​Feb,​Fri,2024 ​​​​​​​​​​Feb,2024Q1,202407,Y,-6,-1,0,0,0
2024-02-23 00:00:00.000,2024,​​​​​​​​​​Feb,​Fri,2024 ​​​​​​​​​​Feb,2024Q1,202408,Y,1,0,0,0,0
2017-06-05 00:00:00.000,2017,​​​​​​Jun,​​​​​Mon,2017 ​​​​​​Jun,2017Q2,201723,Y,-2453,-350,-80,-27,-7
2017-06-12 00:00:00.000,2017,​​​​​​Jun,​​​​​Mon,2017 ​​​​​​Jun,2017Q2,201724,Y,-2446,-349,-80,-27,-7
2017-06-19 00:00:00.000,2017,​​​​​​Jun,​​​​​Mon,2017 ​​​​​​Jun,2017Q2,201725,Y,-2439,-348,-80,-27,-7
2017-06-26 00:00:00.000,2017,​​​​​​Jun,​​​​​Mon,2017 ​​​​​​Jun,2017Q2,201726,Y,-2432,-347,-80,-27,-7
2017-07-03 00:00:00.000,2017,​​​​​Jul,​​​​​Mon,2017 ​​​​​Jul,2017Q3,201727,Y,-2425,-346,-79,-26,-7
2017-07-10 00:00:00.000,2017,​​​​​Jul,​​​​​Mon,2017 ​​​​​Jul,2017Q3,201728,Y,-2418,-345,-79,-26,-7
2017-07-17 00:00:00.000,2017,​​​​​Jul,​​​​​Mon,2017 ​​​​​Jul,2017Q3,201729,Y,-2411,-344,-79,-26,-7
2017-07-24 00:00:00.000,2017,​​​​​Jul,​​​​​Mon,2017 ​​​​​Jul,2017Q3,201730,Y,-2404,-343,-79,-26,-7
2017-07-31 00:00:00.000,2017,​​​​​Jul,​​​​​Mon,2017 ​​​​​Jul,2017Q3,201731,Y,-2397,-342,-79,-26,-7
2017-08-07 00:00:00.000,2017,​​​​Aug,​​​​​Mon,2017 ​​​​Aug,2017Q3,201732,Y,-2390,-341,-78,-26,-7
2017-08-14 00:00:00.000,2017,​​​​Aug,​​​​​Mon,2017 ​​​​Aug,2017Q3,201733,Y,-2383,-340,-78,-26,-7
2017-08-21 00:00:00.000,2017,​​​​Aug,​​​​​Mon,2017 ​​​​Aug,2017Q3,201734,Y,-2376,-339,-78,-26,-7
